medicao_id,ativo_id,medicao_ts,geracao_mwh,carga_mw,disponibilidade_pct,temperatura_c,qualidade_dado
MED-2020,ATV-004,2026-08-11T12:00:00,22.12,153.83,85.09,32.7,Medido
MED-2021,ATV-005,2026-08-11T12:00:00,151.56,248.88,98.29,31.7,Medido
MED-2022,ATV-006,2026-08-11T12:00:00,64.24,130.49,89.52,30.0,Medido
MED-2023,ATV-007,2026-08-11T12:00:00,173.21,290.22,97.37,27.0,Medido
MED-2024,ATV-008,2026-08-11T12:00:00,16.61,184.76,84.75,27.4,Medido
MED-2025,ATV-001,2026-08-11T13:00:00,69.81,120.92,88.27,32.4,Medido
MED-2026,ATV-002,2026-08-11T13:00:00,34.14,164.23,83.27,30.3,Medido
MED-2027,ATV-003,2026-08-11T13:00:00,138.87,220.48,99.7,31.6,Medido
MED-2028,ATV-004,2026-08-11T13:00:00,20.63,153.83,85.09,33.7,Medido
MED-2029,ATV-005,2026-08-11T13:00:00,151.89,248.88,98.29,32.7,Medido
MED-2030,ATV-006,2026-08-11T13:00:00,62.05,130.49,89.52,31.0,Medido
MED-2031,ATV-007,2026-08-11T13:00:00,173.58,290.22,97.37,28.0,Medido
MED-2032,ATV-008,2026-08-11T13:00:00,17.44,184.76,84.75,28.4,Medido
MED-2033,ATV-001,2026-08-11T14:00:00,62.59,120.92,88.27,32.7,Medido
MED-2034,ATV-002,2026-08-11T14:00:00,32.44,164.23,83.27,30.6,Medido
MED-2035,ATV-003,2026-08-11T14:00:00,139.12,220.48,99.7,32.0,Medido
MED-2036,ATV-004,2026-08-11T14:00:00,19.24,153.83,85.09,34.0,Medido
MED-2037,ATV-005,2026-08-11T14:00:00,152.16,248.88,98.29,33.1,Medido
MED-2038,ATV-006,2026-08-11T14:00:00,55.63,130.49,89.52,31.3,Medido
MED-2039,ATV-007,2026-08-11T14:00:00,173.9,290.22,97.37,28.3,Medido
MED-2040,ATV-008,2026-08-11T14:00:00,18.49,184.76,84.75,28.7,Medido
MED-2041,ATV-001,2026-08-11T15:00:00,51.1,120.92,88.27,32.4,Medido
MED-2042,ATV-002,2026-08-11T15:00:00,30.67,164.23,83.27,30.3,Medido
MED-2043,ATV-003,2026-08-11T15:00:00,139.33,220.48,99.7,31.6,Medido
MED-2044,ATV-004,2026-08-11T15:00:00,17.97,153.83,85.09,33.7,Medido
MED-2045,ATV-005,2026-08-11T15:00:00,152.39,248.88,98.29,32.7,Medido
MED-2046,ATV-006,2026-08-11T15:00:00,45.42,130.49,89.52,31.0,Medido
MED-2047,ATV-007,2026-08-11T15:00:00,174.16,290.22,97.37,28.0,Medido
MED-2048,ATV-008,2026-08-11T15:00:00,19.72,184.76,84.75,28.4,Medido
MED-2049,ATV-001,2026-08-11T16:00:00,36.14,120.92,88.27,31.4,Medido
MED-2050,ATV-002,2026-08-11T16:00:00,28.86,164.23,83.27,29.3,Medido
MED-2051,ATV-003,2026-08-11T16:00:00,139.49,220.48,99.7,30.6,Medido
MED-2052,ATV-004,2026-08-11T16:00:00,16.85,153.83,85.09,32.7,Medido
MED-2053,ATV-005,2026-08-11T16:00:00,152.57,248.88,98.29,31.7,Medido
MED-2054,ATV-006,2026-08-11T16:00:00,32.12,130.49,89.52,30.0,Medido
MED-2055,ATV-007,2026-08-11T16:00:00,174.36,290.22,97.37,27.0,Medido
MED-2056,ATV-008,2026-08-11T16:00:00,21.11,184.76,84.75,27.4,Medido
MED-2057,ATV-001,2026-08-11T17:00:00,18.7,120.92,88.27,29.8,Medido
MED-2058,ATV-002,2026-08-11T17:00:00,27.05,164.23,83.27,27.7,Medido
MED-2059,ATV-003,2026-08-11T17:00:00,139.6,220.48,99.7,29.1,Medido
MED-2060,ATV-004,2026-08-11T17:00:00,15.9,153.83,85.09,31.1,Medido
MED-2061,ATV-005,2026-08-11T17:00:00,152.69,248.88,98.29,30.2,Medido
MED-2062,ATV-006,2026-08-11T17:00:00,16.63,130.49,89.52,28.4,Medido
MED-2063,ATV-007,2026-08-11T17:00:00,174.5,290.22,97.37,25.4,Medido
MED-2064,ATV-008,2026-08-11T17:00:00,22.64,184.76,84.75,25.8,Medido
MED-2065,ATV-001,2026-08-11T18:00:00,3.6,120.92,88.27,27.7,Medido
MED-2066,ATV-002,2026-08-11T18:00:00,25.28,164.23,83.27,25.6,Medido
MED-2067,ATV-003,2026-08-11T18:00:00,139.67,220.48,99.7,27.0,Medido
MED-2068,ATV-004,2026-08-11T18:00:00,15.15,153.83,85.09,29.0,Medido
MED-2069,ATV-005,2026-08-11T18:00:00,152.76,248.88,98.29,28.1,Medido
MED-2070,ATV-006,2026-08-11T18:00:00,3.2,130.49,89.52,26.3,Medido
MED-2071,ATV-007,2026-08-11T18:00:00,174.59,290.22,97.37,23.3,Medido
MED-2072,ATV-008,2026-08-11T18:00:00,24.27,184.76,84.75,23.7,Estimado
MED-2073,ATV-001,2026-08-11T19:00:00,3.6,120.92,88.27,25.3,Medido
MED-2074,ATV-002,2026-08-11T19:00:00,23.58,164.23,83.27,23.2,Medido
MED-2075,ATV-003,2026-08-11T19:00:00,139.69,220.48,99.7,24.6,Medido
MED-2076,ATV-004,2026-08-11T19:00:00,14.59,153.83,85.09,26.6,Medido
MED-2077,ATV-005,2026-08-11T19:00:00,152.78,248.88,98.29,25.7,Medido
MED-2078,ATV-006,2026-08-11T19:00:00,3.2,130.49,89.52,23.9,Medido
MED-2079,ATV-007,2026-08-11T19:00:00,174.61,290.22,97.37,20.9,Estimado
MED-2080,ATV-008,2026-08-11T19:00:00,25.97,184.76,84.75,21.3,Medido
MED-2081,ATV-001,2026-08-11T20:00:00,3.6,120.92,88.27,22.7,Medido
MED-2082,ATV-002,2026-08-11T20:00:00,21.99,164.23,83.27,20.6,Medido
MED-2083,ATV-003,2026-08-11T20:00:00,139.65,220.48,99.7,22.0,Medido
MED-2084,ATV-004,2026-08-11T20:00:00,14.26,153.83,85.09,24.0,Medido
MED-2085,ATV-005,2026-08-11T20:00:00,152.75,248.88,98.29,23.1,Medido
MED-2086,ATV-006,2026-08-11T20:00:00,3.2,130.49,89.52,21.3,Estimado
MED-2087,ATV-007,2026-08-11T20:00:00,174.57,290.22,97.37,18.3,Medido
MED-2088,ATV-008,2026-08-11T20:00:00,27.7,184.76,84.75,18.7,Medido
MED-2089,ATV-001,2026-08-11T21:00:00,3.6,120.92,88.27,20.1,Medido
MED-2090,ATV-002,2026-08-11T21:00:00,20.54,164.23,83.27,18.0,Medido
MED-2091,ATV-003,2026-08-11T21:00:00,139.57,220.48,99.7,19.4,Medido
MED-2092,ATV-004,2026-08-11T21:00:00,14.15,153.83,85.09,21.4,Medido
MED-2093,ATV-005,2026-08-11T21:00:00,152.66,248.88,98.29,20.5,Estimado
MED-2094,ATV-006,2026-08-11T21:00:00,3.2,130.49,89.52,18.7,Medido
MED-2095,ATV-007,2026-08-11T21:00:00,174.47,290.22,97.37,15.7,Medido
MED-2096,ATV-008,2026-08-11T21:00:00,29.44,184.76,84.75,16.2,Medido
MED-2097,ATV-001,2026-08-11T22:00:00,3.6,99.58,88.27,17.7,Medido
MED-2098,ATV-002,2026-08-11T22:00:00,19.26,135.77,83.27,15.6,Medido
MED-2099,ATV-003,2026-08-11T22:00:00,139.45,182.53,99.7,17.0,Medido
MED-2100,ATV-004,2026-08-11T22:00:00,14.27,128.93,85.09,19.0,Estimado
MED-2101,ATV-005,2026-08-11T22:00:00,152.52,207.38,98.29,18.1,Medido
MED-2102,ATV-006,2026-08-11T22:00:00,3.2,111.52,89.52,16.3,Medido
MED-2103,ATV-007,2026-08-11T22:00:00,174.31,242.79,97.37,13.3,Medido
MED-2104,ATV-008,2026-08-11T22:00:00,31.13,157.49,84.75,13.7,Medido
MED-2105,ATV-001,2026-08-11T23:00:00,3.6,99.58,88.27,15.6,Medido
MED-2106,ATV-002,2026-08-11T23:00:00,18.18,135.77,83.27,13.5,Medido
MED-2107,ATV-003,2026-08-11T23:00:00,139.27,182.53,99.7,14.9,Estimado
MED-2108,ATV-004,2026-08-11T23:00:00,14.61,128.93,85.09,16.9,Medido
MED-2109,ATV-005,2026-08-11T23:00:00,152.33,207.38,98.29,16.0,Medido
MED-2110,ATV-006,2026-08-11T23:00:00,3.2,111.52,89.52,14.3,Medido
MED-2111,ATV-007,2026-08-11T23:00:00,174.09,242.79,97.37,11.2,Medido
MED-2112,ATV-008,2026-08-11T23:00:00,32.76,157.49,84.75,11.7,Medido
MED-2113,ATV-001,2026-08-12T00:00:00,3.6,94.49,95.14,14.0,Medido
MED-2114,ATV-002,2026-08-12T00:00:00,175.91,128.98,84.15,11.9,Estimado
MED-2115,ATV-003,2026-08-12T00:00:00,202.71,173.48,99.7,13.3,Medido
MED-2116,ATV-004,2026-08-12T00:00:00,165.8,122.98,84.31,15.3,Medido
MED-2117,ATV-005,2026-08-12T00:00:00,221.71,197.47,97.35,14.4,Medido
MED-2118,ATV-006,2026-08-12T00:00:00,3.2,106.99,95.3,12.7,Medido
MED-2119,ATV-007,2026-08-12T00:00:00,253.39,231.47,98.07,9.6,Medido
MED-2120,ATV-008,2026-08-12T00:00:00,110.75,150.98,85.72,10.1,Medido
MED-2121,ATV-001,2026-08-12T01:00:00,3.6,94.49,95.14,13.1,Estimado
MED-2122,ATV-002,2026-08-12T01:00:00,180.87,128.98,84.15,10.9,Medido
MED-2123,ATV-003,2026-08-12T01:00:00,203.65,173.48,99.7,12.3,Medido
MED-2124,ATV-004,2026-08-12T01:00:00,164.25,122.98,84.31,14.3,Medido
MED-2125,ATV-005,2026-08-12T01:00:00,222.74,197.47,97.35,13.4,Medido
MED-2126,ATV-006,2026-08-12T01:00:00,3.2,106.99,95.3,11.7,Medido
MED-2127,ATV-007,2026-08-12T01:00:00,254.56,231.47,98.07,8.6,Medido
MED-2128,ATV-008,2026-08-12T01:00:00,103.31,150.98,85.72,9.1,Medido
MED-2129,ATV-001,2026-08-12T02:00:00,3.6,94.49,95.14,12.7,Medido
MED-2130,ATV-002,2026-08-12T02:00:00,184.84,128.98,84.15,10.6,Medido
MED-2131,ATV-003,2026-08-12T02:00:00,204.58,173.48,99.7,12.0,Medido
MED-2132,ATV-004,2026-08-12T02:00:00,161.71,122.98,84.31,14.0,Medido
MED-2133,ATV-005,2026-08-12T02:00:00,223.76,197.47,97.35,13.1,Medido
MED-2134,ATV-006,2026-08-12T02:00:00,3.2,106.99,95.3,11.3,Medido
MED-2135,ATV-007,2026-08-12T02:00:00,255.72,231.47,98.07,8.3,Medido
MED-2136,ATV-008,2026-08-12T02:00:00,96.34,150.98,85.72,8.7,Medido
MED-2137,ATV-001,2026-08-12T03:00:00,3.6,94.49,95.14,13.1,Medido
MED-2138,ATV-002,2026-08-12T03:00:00,187.74,128.98,84.15,10.9,Medido
MED-2139,ATV-003,2026-08-12T03:00:00,205.5,173.48,99.7,12.3,Medido
MED-2140,ATV-004,2026-08-12T03:00:00,158.23,122.98,84.31,14.3,Medido
MED-2141,ATV-005,2026-08-12T03:00:00,224.76,197.47,97.35,13.4,Medido
MED-2142,ATV-006,2026-08-12T03:00:00,3.2,106.99,95.3,11.7,Medido
MED-2143,ATV-007,2026-08-12T03:00:00,256.87,231.47,98.07,8.6,Medido
MED-2144,ATV-008,2026-08-12T03:00:00,89.99,150.98,85.72,9.1,Medido
MED-2145,ATV-001,2026-08-12T04:00:00,3.6,94.49,95.14,14.0,Medido
MED-2146,ATV-002,2026-08-12T04:00:00,189.49,128.98,84.15,11.9,Medido
MED-2147,ATV-003,2026-08-12T04:00:00,206.39,173.48,99.7,13.3,Medido
MED-2148,ATV-004,2026-08-12T04:00:00,153.88,122.98,84.31,15.3,Medido
MED-2149,ATV-005,2026-08-12T04:00:00,225.74,197.47,97.35,14.4,Medido
MED-2150,ATV-006,2026-08-12T04:00:00,3.2,106.99,95.3,12.7,Medido
MED-2151,ATV-007,2026-08-12T04:00:00,257.99,231.47,98.07,9.6,Medido
MED-2152,ATV-008,2026-08-12T04:00:00,84.38,150.98,85.72,10.1,Medido
MED-2153,ATV-001,2026-08-12T05:00:00,3.6,94.49,95.14,15.6,Medido
MED-2154,ATV-002,2026-08-12T05:00:00,190.08,128.98,84.15,13.5,Medido
MED-2155,ATV-003,2026-08-12T05:00:00,207.27,173.48,99.7,14.9,Medido
MED-2156,ATV-004,2026-08-12T05:00:00,148.74,122.98,84.31,16.9,Medido
MED-2157,ATV-005,2026-08-12T05:00:00,226.7,197.47,97.35,16.0,Medido
MED-2158,ATV-006,2026-08-12T05:00:00,3.2,106.99,95.3,14.3,Medido
MED-2159,ATV-007,2026-08-12T05:00:00,259.08,231.47,98.07,11.2,Medido
MED-2160,ATV-008,2026-08-12T05:00:00,79.63,150.98,85.72,11.7,Medido
MED-2161,ATV-001,2026-08-12T06:00:00,3.6,94.49,95.14,17.7,Medido
MED-2162,ATV-002,2026-08-12T06:00:00,189.48,128.98,84.15,15.6,Medido
MED-2163,ATV-003,2026-08-12T06:00:00,208.11,173.48,99.7,17.0,Medido
MED-2164,ATV-004,2026-08-12T06:00:00,142.93,122.98,84.31,19.0,Medido
MED-2165,ATV-005,2026-08-12T06:00:00,227.62,197.47,97.35,18.1,Medido
MED-2166,ATV-006,2026-08-12T06:00:00,3.2,106.99,95.3,16.3,Medido
MED-2167,ATV-007,2026-08-12T06:00:00,260.14,231.47,98.07,13.3,Medido
MED-2168,ATV-008,2026-08-12T06:00:00,75.83,150.98,85.72,13.7,Medido
MED-2169,ATV-001,2026-08-12T07:00:00,38.95,94.49,95.14,20.1,Medido
MED-2170,ATV-002,2026-08-12T07:00:00,187.72,128.98,84.15,18.0,Medido
MED-2171,ATV-003,2026-08-12T07:00:00,208.91,173.48,99.7,19.4,Medido
MED-2172,ATV-004,2026-08-12T07:00:00,136.56,122.98,84.31,21.4,Medido
MED-2173,ATV-005,2026-08-12T07:00:00,228.5,197.47,97.35,20.5,Medido
MED-2174,ATV-006,2026-08-12T07:00:00,34.62,106.99,95.3,18.7,Medido
MED-2175,ATV-007,2026-08-12T07:00:00,261.14,231.47,98.07,15.7,Medido
MED-2176,ATV-008,2026-08-12T07:00:00,73.07,150.98,85.72,16.2,Medido
MED-2177,ATV-001,2026-08-12T08:00:00,75.24,114.69,95.14,22.7,Medido
MED-2178,ATV-002,2026-08-12T08:00:00,184.81,155.92,84.15,20.6,Medido
MED-2179,ATV-003,2026-08-12T08:00:00,209.67,209.39,99.7,22.0,Medido
MED-2180,ATV-004,2026-08-12T08:00:00,129.76,146.55,84.31,24.0,Medido
MED-2181,ATV-005,2026-08-12T08:00:00,229.33,236.75,97.35,23.1,Medido
MED-2182,ATV-006,2026-08-12T08:00:00,66.88,124.94,95.3,21.3,Medido
MED-2183,ATV-007,2026-08-12T08:00:00,262.09,276.36,98.07,18.3,Medido
MED-2184,ATV-008,2026-08-12T08:00:00,71.39,176.79,85.72,18.7,Medido
MED-2185,ATV-001,2026-08-12T09:00:00,106.41,114.69,95.14,25.3,Medido
MED-2186,ATV-002,2026-08-12T09:00:00,180.83,155.92,84.15,23.2,Medido
MED-2187,ATV-003,2026-08-12T09:00:00,210.39,209.39,99.7,24.6,Medido
MED-2188,ATV-004,2026-08-12T09:00:00,122.67,146.55,84.31,26.6,Medido
MED-2189,ATV-005,2026-08-12T09:00:00,230.11,236.75,97.35,25.7,Medido
MED-2190,ATV-006,2026-08-12T09:00:00,94.58,124.94,95.3,23.9,Medido
MED-2191,ATV-007,2026-08-12T09:00:00,262.98,276.36,98.07,20.9,Medido
MED-2192,ATV-008,2026-08-12T09:00:00,70.84,176.79,85.72,21.3,Medido
MED-2193,ATV-001,2026-08-12T10:00:00,130.32,114.69,95.14,27.7,Medido
MED-2194,ATV-002,2026-08-12T10:00:00,175.86,155.92,84.15,25.6,Medido
MED-2195,ATV-003,2026-08-12T10:00:00,211.05,209.39,99.7,27.0,Medido
MED-2196,ATV-004,2026-08-12T10:00:00,115.44,146.55,84.31,29.0,Medido
MED-2197,ATV-005,2026-08-12T10:00:00,230.83,236.75,97.35,28.1,Medido
MED-2198,ATV-006,2026-08-12T10:00:00,115.84,124.94,95.3,26.3,Medido
MED-2199,ATV-007,2026-08-12T10:00:00,263.81,276.36,98.07,23.3,Medido
MED-2200,ATV-008,2026-08-12T10:00:00,71.42,176.79,85.72,23.7,Medido
MED-2201,ATV-001,2026-08-12T11:00:00,145.35,114.69,95.14,29.8,Medido
MED-2202,ATV-002,2026-08-12T11:00:00,169.99,155.92,84.15,27.7,Medido
MED-2203,ATV-003,2026-08-12T11:00:00,211.65,209.39,99.7,29.1,Medido
MED-2204,ATV-004,2026-08-12T11:00:00,108.2,146.55,84.31,31.1,Medido
MED-2205,ATV-005,2026-08-12T11:00:00,231.49,236.75,97.35,30.2,Medido
MED-2206,ATV-006,2026-08-12T11:00:00,129.2,124.94,95.3,28.4,Medido
MED-2207,ATV-007,2026-08-12T11:00:00,264.56,276.36,98.07,25.4,Medido
MED-2208,ATV-008,2026-08-12T11:00:00,73.13,176.79,85.72,25.8,Medido
MED-2209,ATV-001,2026-08-12T12:00:00,150.48,114.69,95.14,31.4,Medido
MED-2210,ATV-002,2026-08-12T12:00:00,163.35,155.92,84.15,29.3,Medido
MED-2211,ATV-003,2026-08-12T12:00:00,212.19,209.39,99.7,30.6,Medido
MED-2212,ATV-004,2026-08-12T12:00:00,101.12,146.55,84.31,32.7,Medido
MED-2213,ATV-005,2026-08-12T12:00:00,232.08,236.75,97.35,31.7,Medido
MED-2214,ATV-006,2026-08-12T12:00:00,133.76,124.94,95.3,30.0,Medido
MED-2215,ATV-007,2026-08-12T12:00:00,265.23,276.36,98.07,27.0,Medido
MED-2216,ATV-008,2026-08-12T12:00:00,75.92,176.79,85.72,27.4,Medido
MED-2217,ATV-001,2026-08-12T13:00:00,145.35,114.69,95.14,32.4,Medido
MED-2218,ATV-002,2026-08-12T13:00:00,156.07,155.92,84.15,30.3,Medido
MED-2219,ATV-003,2026-08-12T13:00:00,212.66,209.39,99.7,31.6,Medido
MED-2220,ATV-004,2026-08-12T13:00:00,94.32,146.55,84.31,33.7,Medido
MED-2221,ATV-005,2026-08-12T13:00:00,232.6,236.75,97.35,32.7,Medido
MED-2222,ATV-006,2026-08-12T13:00:00,129.2,124.94,95.3,31.0,Medido
MED-2223,ATV-007,2026-08-12T13:00:00,265.83,276.36,98.07,28.0,Medido
MED-2224,ATV-008,2026-08-12T13:00:00,79.74,176.79,85.72,28.4,Estimado
MED-2225,ATV-001,2026-08-12T14:00:00,130.32,114.69,95.14,32.7,Medido
MED-2226,ATV-002,2026-08-12T14:00:00,148.3,155.92,84.15,30.6,Medido
MED-2227,ATV-003,2026-08-12T14:00:00,213.07,209.39,99.7,32.0,Medido
MED-2228,ATV-004,2026-08-12T14:00:00,87.96,146.55,84.31,34.0,Medido
MED-2229,ATV-005,2026-08-12T14:00:00,233.04,236.75,97.35,33.1,Medido
MED-2230,ATV-006,2026-08-12T14:00:00,115.84,124.94,95.3,31.3,Medido
MED-2231,ATV-007,2026-08-12T14:00:00,266.33,276.36,98.07,28.3,Estimado
MED-2232,ATV-008,2026-08-12T14:00:00,84.51,176.79,85.72,28.7,Medido
MED-2233,ATV-001,2026-08-12T15:00:00,106.41,114.69,95.14,32.4,Medido
MED-2234,ATV-002,2026-08-12T15:00:00,140.2,155.92,84.15,30.3,Medido
MED-2235,ATV-003,2026-08-12T15:00:00,213.4,209.39,99.7,31.6,Medido
MED-2236,ATV-004,2026-08-12T15:00:00,82.16,146.55,84.31,33.7,Medido
MED-2237,ATV-005,2026-08-12T15:00:00,233.4,236.75,97.35,32.7,Medido
MED-2238,ATV-006,2026-08-12T15:00:00,94.58,124.94,95.3,31.0,Estimado
MED-2239,ATV-007,2026-08-12T15:00:00,266.75,276.36,98.07,28.0,Medido
MED-2240,ATV-008,2026-08-12T15:00:00,90.14,176.79,85.72,28.4,Medido
MED-2241,ATV-001,2026-08-12T16:00:00,75.24,114.69,95.14,31.4,Medido
MED-2242,ATV-002,2026-08-12T16:00:00,131.93,155.92,84.15,29.3,Medido
MED-2243,ATV-003,2026-08-12T16:00:00,213.66,209.39,99.7,30.6,Medido
MED-2244,ATV-004,2026-08-12T16:00:00,77.04,146.55,84.31,32.7,Medido
MED-2245,ATV-005,2026-08-12T16:00:00,233.69,236.75,97.35,31.7,Estimado
MED-2246,ATV-006,2026-08-12T16:00:00,66.88,124.94,95.3,30.0,Medido
MED-2247,ATV-007,2026-08-12T16:00:00,267.07,276.36,98.07,27.0,Medido
MED-2248,ATV-008,2026-08-12T16:00:00,96.52,176.79,85.72,27.4,Medido
MED-2249,ATV-001,2026-08-12T17:00:00,38.95,114.69,95.14,29.8,Medido
MED-2250,ATV-002,2026-08-12T17:00:00,123.66,155.92,84.15,27.7,Medido
MED-2251,ATV-003,2026-08-12T17:00:00,213.84,209.39,99.7,29.1,Medido
MED-2252,ATV-004,2026-08-12T17:00:00,72.7,146.55,84.31,31.1,Estimado
MED-2253,ATV-005,2026-08-12T17:00:00,233.89,236.75,97.35,30.2,Medido
MED-2254,ATV-006,2026-08-12T17:00:00,34.62,124.94,95.3,28.4,Medido
MED-2255,ATV-007,2026-08-12T17:00:00,267.3,276.36,98.07,25.4,Medido
MED-2256,ATV-008,2026-08-12T17:00:00,103.5,176.79,85.72,25.8,Medido
MED-2257,ATV-001,2026-08-12T18:00:00,3.6,114.69,95.14,27.7,Medido
MED-2258,ATV-002,2026-08-12T18:00:00,115.56,155.92,84.15,25.6,Medido
MED-2259,ATV-003,2026-08-12T18:00:00,213.95,209.39,99.7,27.0,Estimado
MED-2260,ATV-004,2026-08-12T18:00:00,69.24,146.55,84.31,29.0,Medido
MED-2261,ATV-005,2026-08-12T18:00:00,234.0,236.75,97.35,28.1,Medido
MED-2262,ATV-006,2026-08-12T18:00:00,3.2,124.94,95.3,26.3,Medido
MED-2263,ATV-007,2026-08-12T18:00:00,267.43,276.36,98.07,23.3,Medido
MED-2264,ATV-008,2026-08-12T18:00:00,110.95,176.79,85.72,23.7,Medido
MED-2265,ATV-001,2026-08-12T19:00:00,3.6,114.69,95.14,25.3,Medido
MED-2266,ATV-002,2026-08-12T19:00:00,107.8,155.92,84.15,23.2,Estimado
MED-2267,ATV-003,2026-08-12T19:00:00,213.97,209.39,99.7,24.6,Medido
MED-2268,ATV-004,2026-08-12T19:00:00,66.71,146.55,84.31,26.6,Medido
MED-2269,ATV-005,2026-08-12T19:00:00,234.03,236.75,97.35,25.7,Medido
MED-2270,ATV-006,2026-08-12T19:00:00,3.2,124.94,95.3,23.9,Medido
MED-2271,ATV-007,2026-08-12T19:00:00,267.47,276.36,98.07,20.9,Medido
MED-2272,ATV-008,2026-08-12T19:00:00,118.71,176.79,85.72,21.3,Medido
MED-2273,ATV-001,2026-08-12T20:00:00,3.6,114.69,95.14,22.7,Estimado
MED-2274,ATV-002,2026-08-12T20:00:00,100.53,155.92,84.15,20.6,Medido
MED-2275,ATV-003,2026-08-12T20:00:00,213.92,209.39,99.7,22.0,Medido
MED-2276,ATV-004,2026-08-12T20:00:00,65.18,146.55,84.31,24.0,Medido
MED-2277,ATV-005,2026-08-12T20:00:00,233.98,236.75,97.35,23.1,Medido
MED-2278,ATV-006,2026-08-12T20:00:00,3.2,124.94,95.3,21.3,Medido
MED-2279,ATV-007,2026-08-12T20:00:00,267.4,276.36,98.07,18.3,Medido
MED-2280,ATV-008,2026-08-12T20:00:00,126.64,176.79,85.72,18.7,Medido
MED-2281,ATV-001,2026-08-12T21:00:00,3.6,114.69,95.14,20.1,Medido
MED-2282,ATV-002,2026-08-12T21:00:00,93.9,155.92,84.15,18.0,Medido
MED-2283,ATV-003,2026-08-12T21:00:00,213.79,209.39,99.7,19.4,Medido
MED-2284,ATV-004,2026-08-12T21:00:00,64.68,146.55,84.31,21.4,Medido
MED-2285,ATV-005,2026-08-12T21:00:00,233.84,236.75,97.35,20.5,Medido
MED-2286,ATV-006,2026-08-12T21:00:00,3.2,124.94,95.3,18.7,Medido
MED-2287,ATV-007,2026-08-12T21:00:00,267.24,276.36,98.07,15.7,Medido
MED-2288,ATV-008,2026-08-12T21:00:00,134.56,176.79,85.72,16.2,Medido
MED-2289,ATV-001,2026-08-12T22:00:00,3.6,94.49,95.14,17.7,Medido
MED-2290,ATV-002,2026-08-12T22:00:00,88.04,128.98,84.15,15.6,Medido
MED-2291,ATV-003,2026-08-12T22:00:00,213.59,173.48,99.7,17.0,Medido
MED-2292,ATV-004,2026-08-12T22:00:00,65.21,122.98,84.31,19.0,Medido
MED-2293,ATV-005,2026-08-12T22:00:00,233.61,197.47,97.35,18.1,Medido
MED-2294,ATV-006,2026-08-12T22:00:00,3.2,106.99,95.3,16.3,Medido
MED-2295,ATV-007,2026-08-12T22:00:00,266.98,231.47,98.07,13.3,Medido
MED-2296,ATV-008,2026-08-12T22:00:00,142.32,150.98,85.72,13.7,Medido
MED-2297,ATV-001,2026-08-12T23:00:00,3.6,94.49,95.14,15.6,Medido
MED-2298,ATV-002,2026-08-12T23:00:00,83.09,128.98,84.15,13.5,Medido
MED-2299,ATV-003,2026-08-12T23:00:00,213.31,173.48,99.7,14.9,Medido
MED-2300,ATV-004,2026-08-12T23:00:00,66.77,122.98,84.31,16.9,Medido
MED-2301,ATV-005,2026-08-12T23:00:00,233.3,197.47,97.35,16.0,Medido
MED-2302,ATV-006,2026-08-12T23:00:00,3.2,106.99,95.3,14.3,Medido
MED-2303,ATV-007,2026-08-12T23:00:00,266.63,231.47,98.07,11.2,Medido
MED-2304,ATV-008,2026-08-12T23:00:00,149.76,150.98,85.72,11.7,Medido
MED-2305,ATV-001,2026-08-13T00:00:00,3.6,86.85,96.13,14.0,Medido
MED-2306,ATV-002,2026-08-13T00:00:00,229.88,118.79,84.73,11.9,Medido
MED-2307,ATV-003,2026-08-13T00:00:00,252.46,159.89,99.67,13.3,Medido
MED-2308,ATV-004,2026-08-13T00:00:00,205.8,114.07,83.33,15.3,Medido
MED-2309,ATV-005,2026-08-13T00:00:00,276.13,182.62,96.66,14.4,Medido
MED-2310,ATV-006,2026-08-13T00:00:00,3.2,100.2,95.53,12.7,Medido
MED-2311,ATV-007,2026-08-13T00:00:00,315.58,214.49,99.0,9.6,Medido
MED-2312,ATV-008,2026-08-13T00:00:00,144.72,141.22,86.51,10.1,Medido
MED-2313,ATV-001,2026-08-13T01:00:00,3.6,86.85,96.13,13.1,Medido
MED-2314,ATV-002,2026-08-13T01:00:00,235.2,118.79,84.73,10.9,Medido
MED-2315,ATV-003,2026-08-13T01:00:00,253.69,159.89,99.67,12.3,Medido
MED-2316,ATV-004,2026-08-13T01:00:00,205.8,114.07,83.33,14.3,Medido
MED-2317,ATV-005,2026-08-13T01:00:00,277.47,182.62,96.66,13.4,Medido
MED-2318,ATV-006,2026-08-13T01:00:00,3.2,100.2,95.53,11.7,Medido
MED-2319,ATV-007,2026-08-13T01:00:00,317.11,214.49,99.0,8.6,Medido
MED-2320,ATV-008,2026-08-13T01:00:00,135.0,141.22,86.51,9.1,Medido
MED-2321,ATV-001,2026-08-13T02:00:00,3.6,86.85,96.13,12.7,Medido
MED-2322,ATV-002,2026-08-13T02:00:00,235.2,118.79,84.73,10.6,Medido
MED-2323,ATV-003,2026-08-13T02:00:00,254.9,159.89,99.67,12.0,Medido
MED-2324,ATV-004,2026-08-13T02:00:00,205.8,114.07,83.33,14.0,Medido
MED-2325,ATV-005,2026-08-13T02:00:00,278.8,182.62,96.66,13.1,Medido
MED-2326,ATV-006,2026-08-13T02:00:00,3.2,100.2,95.53,11.3,Medido
MED-2327,ATV-007,2026-08-13T02:00:00,318.63,214.49,99.0,8.3,Medido
MED-2328,ATV-008,2026-08-13T02:00:00,125.9,141.22,86.51,8.7,Medido
